,RAIZ,identificador,situação cadastral,data situacao,motivo situacao,data início atividade,cnae principal,logradouro,numero,bairro,cep,uf,municipio
13915,00280273,1,2,20051103,0,19941031,2640000,DOS OITIS,1460,DISTRITO INDUSTRIAL II,69007002.0,AM,255
13918,95600235,1,2,20050924,0,19660922,1061901,JANUARIO CHAGAS FRANCO,S/N,SANTA FLORA,97160000.0,RS,8841
13924,96790357,1,2,20051103,0,19930622,4110700,STA.RITA DE CASSIA,116,GRACA,40150010.0,BA,3849
13928,97004964,1,2,20051103,0,19930929,7020400,INDEPENDENCIA,1199,INDEPENDENCIA,90035077.0,RS,8801
13930,00383281,1,2,20051103,0,19740904,6462000,REPUBLICA DO CHILE,100,CENTRO,20031917.0,RJ,6001
13965,02042860,1,2,20050903,0,19970708,2944100,JOSE FABIANO DE CHRISTO GURJAO,411,DISTRITO INDUSTRIAL,13803705.0,SP,6717
14412,03941052,1,2,20051103,0,20000720,1012103,PROTASIO ALVES,3326,PETROPOLIS,90410007.0,RS,8801
14450,04006465,1,2,20050827,0,20000811,5914600,MAHATMA  GANDHI,02,CENTRO,20031100.0,RJ,6001
14454,04012043,1,2,20051103,0,19811116,3091102,RIO QUIXITO,1376,DISTRITO INDUSTRIAL,69075831.0,AM,255
14481,04061742,1,8,20080430,2,20000926,2399199,DAS ARAUCARIAS,5126,CIAR,83707000.0,PR,7435
14486,04709876,1,2,20030918,0,20030918,2222600,FRANCISCO SAMUEL LUCHESI FILHO,755,INDUSTRIAL DA PENHA,12929600.0,SP,6251
14514,07332455,1,2,20051103,0,19941220,8299799,PAULA NEY,732,ALDEOTA,60140200.0,CE,1389
14552,05875119,1,8,20130111,2,20030902,3512300,DEPUTADO ANTONIO EDU VIEIRA,999,PANTANAL,88040000.0,SC,8105
14765,02573315,1,2,20051103,0,19980605,4632003,PEDRO AGUIAR CARNEIRO,01,JUNCO,62020690.0,CE,1559
14800,02607736,1,8,20090731,2,19980617,6462000,GENERAL POLIDORO,99,BOTAFOGO,22280004.0,RJ,6001
14836,04409576,1,8,20150209,73,20010419,6911701,CARLOS DE CAMPOS,412,PARI,3028001.0,SP,7107
15050,01072992,1,2,20020928,0,19960227,3250701,FRANCISCO SILVEIRA BITENCOURT,1225,SARANDI,91150010.0,RS,8801
15098,17428731,1,2,20051103,0,19700122,8012900,GUARATA,633,PRADO,30411018.0,MG,4123
15154,02723988,1,2,20050827,0,19980825,2221800,LOTE 16/17,S/N,CENTRO INDUSTRIAL,45028135.0,BA,3965
15156,55214464,1,2,20031018,0,19851114,6920601,OLINDA,235,WERNER PLAAS,13478350.0,SP,6131
15189,55361117,1,2,20040612,0,19890522,8640205,INDEPENDENCIA,940,ALTO,13419155.0,SP,6875
15190,55419147,1,8,20150331,2,19860206,5822101,SAO SEBASTIAO,610,CENTRO,14015040.0,SP,6969
15207,01124920,1,2,20051103,0,19960319,4635499,RIO VERDE,734,VILA BRUNA,2934001.0,SP,7107
15217,01140310,1,2,20051103,0,19960412,8291100,DA PRACA,241,CIDADE UNIVERSITARIA PEDRA BRANCA,88137086.0,SC,8233
15218,55671689,1,2,20051103,0,19861015,8630503,PRESIDENTE WILSON,1136,CENTRO,11320000.0,SP,7121
15313,19198118,1,2,20051103,0,19760824,7490103,RAJA GABAGLIA,1626,GUTIERREZ,30441194.0,MG,4123
15314,56423874,1,2,20210617,0,19860923,4642701,BRIGADEIRO TOBIAS,97,CENTRO,19570000.0,SP,6949
15315,19213016,1,2,20021116,0,19840229,7112000,PRESIDENTE ANTONIO CARLOS,8111,SAO LUIZ,31275083.0,MG,4123
15326,06271464,1,2,20051103,0,19661024,6422100,CIDADE DE DEUS,S/N,VILA YARA,6029900.0,SP,6789
15443,02941990,1,2,20041224,0,19990108,8532500,FILADEFIA,568,SETOR OESTE,77816540.0,TO,9241
16101,03032652,1,8,20131121,2,19990308,6462000,PADRE VALDEVINO,150,CENTRO,60135040.0,CE,1389
16132,77500049,1,2,20051103,0,19780223,4754701,VISCONDE DE TAUNAY,585,CENTRO,84010760.0,PR,7777
16181,01499085,1,2,20050108,0,19961024,5911199,JOAO PIO DUARTE SILVA,1177,CORREGO GRANDE,88037001.0,SC,8105
16183,78256336,1,2,20051103,0,19840425,1359600,GERMANO WAGNER,1000,CENTENARIO,89256800.0,SC,8175
16199,03143676,1,2,0,0,19990513,8630503,QNE 07 LOTE 11,S/N,TAGUATINGA,72125270.0,DF,9701
16205,04935071,1,4,20181123,63,20020226,3103900,BELEM,4860,ZONA III,87502120.0,PR,7935
16206,59892174,1,4,20201023,63,19881222,6209100,NOVE DE JULHO,358,CENTRO,8550100.0,SP,6897
16243,01534510,1,2,20051103,0,19660810,6021700,TOMAZ EDSON,400,SERRINHA,74835130.0,GO,9373
16338,23314594,1,2,20051103,0,19870624,4681801,MANOEL DE CASTRO,1170,CANDELARIA,59064010.0,RN,1761
16370,60555513,1,2,20050416,0,19661031,7490199,PROF FRANCISCO MORATO,1565,JARDIM GUEDALA,5513900.0,SP,7107
16374,01582044,1,2,20050827,0,19961211,4511101,STN- SETOR TERMINAL NORTE CONJ.D BLOCO 03/04,S/N,ASA NORTE,70770100.0,DF,9701
16375,79189718,1,2,20041231,0,19860429,4211101,CARLOS GOMES,3626,CENTRO,85801090.0,PR,7493
16383,42198358,1,8,20071231,2,19730124,7732201,DO GUERENGUE,1.381,CURICICA-JACAREPAGUA,22713001.0,RJ,6001
16384,60841681,1,2,20051103,0,19660715,2031200,PAIS DE ARAUJO,29,ITAIM BIBI,4531090.0,SP,7107
16386,07207996,1,2,20051103,0,19660825,6422100,CIDADE DE DEUS,S/N,VILA YARA,6029900.0,SP,6789
16387,60888898,1,2,20051103,0,19660713,6622300,VOLKSWAGEN,291,JABAQUARA,4344901.0,SP,7107
16390,42418715,1,2,20051103,0,19750220,4693100,"RIO BRANCO,",45,CENTRO,20090003.0,RJ,6001
16391,79831608,1,2,20051103,0,19861203,6550200,HERCILIO LUZ,599,CENTRO,88020001.0,SC,8105
16392,01641184,1,2,20051103,0,19970123,5510801,JOAO ESTEVAO,S/N,CENTRO HISTORICO,83203020.0,PR,7745
16396,61472676,1,8,20060831,2,19660805,6422100,AMADOR BUENO,474,SANTO AMARO,4752000.0,SP,7107
16397,61488904,1,2,20051103,0,19660721,4511101,ULISSES CRUZ,275,TATUAPE,3077000.0,SP,7107
16398,43248525,1,2,20051103,0,19660822,1311100,ANHANGUERA,4265,PARQUE PRIMAVERA,13474000.0,SP,6131
16401,62004395,1,2,20051103,0,19680313,5821200,ROBERT BOSCH,1221,INDUSTRIAL ANHANGUERA,6276170.0,SP,6789
16402,80495856,1,2,20051103,0,19880308,7420003,AUBE,255,SAGUACU,89205000.0,SC,8179
16403,18499616,1,8,20160701,2,20060530,2449199,DR. JOSE ARTUR NOVA,1309,SAO MIGUEL PAULISTA,8090000.0,SP,7107
16404,62249586,1,2,20051103,0,19681107,2829199,ENGENHEIRO ALBERTO DE ZAGOTTIS,696,JARDIM TAQUARAL,4675085.0,SP,7107
16407,62931522,1,2,20051103,0,19900510,6424702,ALFREDO ISSA,48,STA EFIGENIA,1033040.0,SP,7107
16408,07394072,1,2,20050414,0,20050414,6462000,PAULISTA,1450,CERQUEIRA CESAR,1310917.0,SP,7107
16419,26774257,1,2,20051103,0,19910122,1610203,MARECHAL RONDON,720,JARDIM SAO LUIZ DA PONTE,78205060.0,MT,9047
16420,64098932,1,2,20010316,0,19900814,7112000,GENERAL JARDIM,770,VILA BUARQUE,1223011.0,SP,7107
16423,47964366,1,2,20051103,0,19680103,1531901,FLORIANO PEIXOTO,1414,CUBATAO,14400760.0,SP,6425
16426,83948380,1,2,20050924,0,19800509,6810201,CESAR NASCIMENTO,646,JURERE,88053500.0,SC,8105
16428,84429737,1,2,20051103,0,19660128,1412601,BERTHA WEEGE,200,BARRA DO RIO CERRO,89260900.0,SC,8175
16429,28195667,1,2,20051103,0,19831230,6422100,CIDADE JARDIM,803,ITAIM BIBI,1453000.0,SP,7107
16430,48808067,1,2,20050604,0,19771227,4530703,WASHINGTON LUIZ,606,METROPOLE,17900000.0,SP,6389
16431,65599953,1,2,20051103,0,19910311,6201501,GRAJAU,60,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAV,6454050.0,SP,6213
16432,49032667,1,4,20180904,63,19660711,2721000,AURELIA LUIZA M. ZANON,600,IPORANGA,18087100.0,SP,7145
16433,49137466,1,8,20170810,1,19780928,8640299,J V DA CUNHA E SILVA,62,CENTRO,19807155.0,SP,6179
16435,10807972,1,8,20140328,2,19650429,2312500,BARAO DE MURIBECA,211,VARZEA,50741080.0,PE,2531
16436,85120939,1,8,20171221,2,19690225,1412601,OTHAO,475,VILA LEOPOLDINA,5313020.0,SP,7107
16437,49911589,1,2,20051103,0,19490503,1071600,SANTO ANTONIO,S/N,RURAL,15960000.0,SP,6173
16439,11699378,1,2,20051103,0,19810408,2099199,PE 45  KM 14  ENGENHO CACHOEIRINHA,S/N,ZONA RURAL,55616899.0,PE,2627
16440,30075956,1,2,20051103,0,19711015,6810201,ERNANI DO AMARAL PEIXOTO,455,CENTRO,24020072.0,RJ,5865
16441,30464614,1,8,20090130,2,19790714,6619399,PAULISTA,1374,BELA VISTA,1310916.0,SP,7107
16443,50930361,1,2,20051103,0,19730212,4744005,PROF JOAO L DE CAMPOS,344,VIANELO,13202451.0,SP,6619
16445,12797023,1,4,20181025,63,19880115,4782202,PRESIDENTE KENNEDY,1252,PEIXINHOS,53230630.0,PE,2491
16448,88258884,1,2,20051103,0,19750717,6550200,TUPI,962,RIO BRANCO,93320050.0,RS,8771
16451,13536966,1,2,20051103,0,19720707,6810202,TANCREDO NEVES,1283,CAMINHO DAS ARVORES,41820021.0,BA,3849
16452,31876709,1,2,20051103,0,19871221,4299599,SAO FRANCISCO XAVIER,603,MARACANA,20550011.0,RJ,6001
16453,14109664,1,8,20200220,2,19750128,2029100,BENZENO,1065,AREA DO C BASICO,42810020.0,BA,3413
16454,14280184,1,2,20031018,0,19760928,4711302,DO MERCADO,21,CENTRO,48730000.0,BA,3467
16458,32567786,1,8,20111231,2,19890616,2949299,"ANHANGUERA - SP 330, KM 163",S/N,DISTRITO INDUSTRIAL,13609620.0,SP,6165
16460,52940533,1,8,20170831,2,19700102,2812700,SEBASTIAO FIOREZE,400,CENTRO,14730000.0,SP,6731
16462,70051370,1,2,20051103,0,19940317,7820500,ARAGUAIA,1293,ALPHAVILLE COMERCIAL,6455000.0,SP,6213
16463,15141799,1,2,20051103,0,19660923,2412100,SANTIAGO,S/N,SANTIAGO,48120000.0,BA,3805
16464,90400888,1,2,20051103,0,19850812,6422100,PRES JUSCELINO KUBITSCHEK,2041,VILA NOVA CONCEICAO,4543011.0,SP,7107
16465,70358858,1,2,20051103,0,19930630,7112000,MARIA MONTEIRO,786,CAMBUI,13025151.0,SP,6291
16467,33349358,1,8,20171002,2,19660829,6422100,BOA VISTA,254,CENTRO,1014000.0,SP,7107
16471,53784443,1,2,20031004,0,19840911,2814301,GABRIELA DE MELO,401,OLHOS D'AGUA,30390080.0,MG,4123
16472,33756768,1,2,20051103,0,19671214,8610101,JAGUARUNA,105,CAMPO GRANDE,23080160.0,RJ,6001
16474,71673990,1,2,20051103,0,19930608,4646001,ALEXANDRE COLARES,1188,PQ ANHANGUERA,5106000.0,SP,7107
16475,33856394,1,2,20051103,0,19730917,1111902,SUAPE-COMPLEXO INDL PORT. Z INDL ZI - 3 3927 ROD PE 60,S/N,SUAPE- COMP PORTUARIO,54505000.0,PE,2357
16479,34156620,1,2,20051103,0,19710331,8513900,MIRITIBA,317,ILHA DO GOVERNADOR,21911120.0,RJ,6001
16480,72357940,1,2,20051103,0,19930616,6810202,ATAULFO DE PAIVA,226,LEBLON,22440033.0,RJ,6001
16481,72381189,1,2,20051103,0,19930624,6209100,INDUSTRIAL BELGRAF,400,INDUSTRIAL,92990000.0,RS,8423
16490,17262213,1,2,20051103,0,19660922,4211101,DO CONTORNO,8123,CIDADE JARDIM,30110937.0,MG,4123
16491,72904998,1,2,20051103,0,19931015,2229399,GASPAR RODRIGUES,435,CHACARA MAFALDA,3372000.0,SP,7107
16525,02605028,1,8,20080630,2,19980630,6462000,DE BOTAFOGO,300,BOTAFOGO,22250040.0,RJ,6001
16533,92758085,1,8,20061113,2,19680723,2942500,RICARDO BRUNO ALBARUS,201,DISTRITO INDUSTRIAL,94045400.0,RS,8683
16545,18689125,1,2,20060224,0,20060224,2852600,SAO FRANCISCO DE ASSIS,20,DISTRITO INDUSTRIAL,32450000.0,MG,730
16565,04754028,1,2,20050507,0,20011025,3012100,BRUNO VICENTE DA LUZ,95,ESPINHEIRINHOS,88317020.0,SC,8161
16566,04993142,1,2,20190319,0,20020415,8211300,DOUTOR NICANOR,323,INHAUMA,20765120.0,RJ,6001
16636,88113477,1,2,20051103,0,19750630,3811400,RSC 453,31382,CENTENARIO,95045630.0,RS,8599
16709,22619217,1,2,20051103,0,19870209,8211300,PROFESSOR MARIO WERNECK,2501,BURITIS,30575180.0,MG,4123
16717,30142590,1,2,20051103,0,19640909,8640212,ALMIRANTE TEFE,594,CENTRO,24030085.0,RJ,5865
16725,83491985,1,2,20050827,0,19770727,2511000,JUSCELINO KUBITSCHEK DE OLIVEIRA,4225,CIDADE INDUSTRIAL,81270200.0,PR,7535
16726,44762458,1,2,20051103,0,19801007,2651500,ALBINO TRIQUES,2040,SANTA FELICIA,13563340.0,SP,7079
16729,04826932,1,2,0,0,20011220,3511501,SANTOS DUMONT,2122,ALDEOTA,60150161.0,CE,1389
16731,02742968,1,8,20210607,1,19980915,2063100,CONDE DE MONTE CRISTO,SN,PARQUE REAL,74910090.0,GO,9227
16735,76630573,1,2,20051103,0,19680627,2320600,BR-277 CURITIBA-PONTA GROSSA,125,MOSSUNGUE,82305100.0,PR,7535
16741,05459401,1,4,20100203,15,20021212,6201501,ANDROMEDA,2000,ALPHAVILLE,6473000.0,SP,6213
16744,45068061,1,8,20101231,2,19740531,7311400,RIO NEGRO,433,ALPHAVILLE CENTRO INDUSTR E EMPRESARIAL,6454000.0,SP,6213
16748,00186264,1,2,20051103,0,19940826,7311400,MINISTRO NELSON HUNGRIA,90,VILA TRAMONTANO,5690050.0,SP,7107
16750,02315631,1,8,20140228,2,19980106,4623199,PRESIDENTE JOHN KENNEDY,1362,LAR PARANA,87305260.0,PR,7483
16753,01542240,1,2,20051103,0,19630930,4511101,SIA TRECHO 3 LOTE 1145/1195,SN,ZONA INDUSTRIAL (GUARA),71200030.0,DF,9701
16754,03297362,1,2,20051103,0,19990722,2829199,PADRE CESARI LELLI,1014,QUATRO BARRAS,83420000.0,PR,7795
16761,67644476,1,8,20150209,73,19920713,6209100,BANDEIRA PAULISTA,702,CHACARA ITAIM,4532002.0,SP,7107
16762,75114504,1,2,20051103,0,19730116,4211101,JULIO DE CASTILHOS,448,CENTRO,95880000.0,RS,8653
16763,88451455,1,2,20051103,0,19670214,4741500,RIO BRANCO,30,,99500000.0,RS,8591
17292,01440590,1,2,20051103,0,19960816,2121101,AMOREIRA,891,JARDIM ROSEIRA,13917472.0,SP,6595
17459,01481481,1,2,20051103,0,19961014,1122403,LAURA MAGALHAES TEIXEIRA,545,SANTO ALEIXO,25920000.0,RJ,5849
17469,60945169,1,2,20031004,0,19660829,1094500,ALVES GUIMARAES,1297,JARDIM AMERICA,5410926.0,SP,7107
17470,24988586,1,2,20050611,0,19660919,4511101,POLICENA MASCARENHAS,355,SAO GERALDO,35700184.0,MG,5343
17472,45003746,1,2,20051103,0,19801119,7020400,BRIG FARIA LIMA,3064,ITAIM BIBI,1451000.0,SP,7107
17484,01826229,1,2,20050827,0,19970220,4693100,JOAO BAPTISTA PARRA,633,PRAIA DO SUA,29052123.0,ES,5705
17501,54305743,1,2,20051103,0,19850328,2910701,PRESIDENTE JUSCELINO KUBITSCHEK,1400,VILA NOVA CONCEICAO,4543000.0,SP,7107
17504,59876003,1,8,20170207,2,19881229,2831300,GUILHERME SCHELL,10260,SAO LUIS,92420000.0,RS,8589
17513,03386603,1,2,20051103,0,19990726,1733800,DOS MOVELEIROS,900,CANIVETE,29909120.0,ES,5663
17514,23908064,1,2,20051103,0,19880122,8690999,EDUARDO PORTO,575,CIDADE JARDIM,30380060.0,MG,4123
17602,08291352,1,2,20060911,0,20060911,6463800,HUNGRIA,514,JARDIM EUROPA,1455000.0,SP,7107
17641,06147451,1,2,20061122,0,20061122,8211300,DOUTOR DARIO LOPES DOS SANTOS,2197,REBOUCAS,80210010.0,PR,7535
17789,09214159,1,2,20071109,0,20071109,7490104,PRESIDENTE WILSON,231,CENTRO,20030021.0,RJ,6001
17823,09298037,1,2,20071228,0,20071228,6550200,JOSE SILVA DE AZEVEDO NETO,00200,BARRA DA TIJUCA,22775056.0,RJ,6001
18387,10869844,1,2,20090603,0,20090603,115600,MT 130 KM 15 SENTIDO PRIMAVERA DO LESTE/PARANATINGA,S/N,ZONA RURAL,78850000.0,MT,9871
19392,17137098,1,4,20180524,64,20121029,4772500,GENERAL BITENCOURT,361,CENTRO,6016045.0,SP,6789
19397,09103760,1,2,20070912,0,20070912,4930202,5,358,CH RETIRO,74665838.0,GO,9373
19540,50139286,1,2,20150317,0,20150317,2710402,ITAJUBA,2710,JOAPIRANGA,13278530.0,SP,7225
20552,92753268,1,2,20051103,0,19730831,2731700,SERTORIO,905,NAVEGANTES,91020001.0,RS,8801
20553,00063960,1,2,20051103,0,19940506,4711301,TUCUNARE,125,ALPHAVILLE,6460020.0,SP,6213
20555,01758506,1,2,20051022,0,19970321,6920601,GASPAR LEMOS,461,CENTRO,76980002.0,RO,13
20559,03446617,1,2,20050827,0,19991014,4641901,DARLY SANTOS,2455,VALE ENCANTADO,29113511.0,ES,5703
20560,01797671,1,8,20180715,2,19970131,3839499,DO COMPLEXO SIDERURGICO DE TUBARAO,6000,PARQUE INDUSTRIAL,29090870.0,ES,5705
20563,01855244,1,2,20051103,0,19970521,6463800,DR CARDOSO DE MELO,1336,VILA OLIMPIA,4548004.0,SP,7107
20568,95381091,1,4,20181123,63,19921116,2949299,PR 490,258-D2,ZONA RURAL,87550000.0,PR,7951
20569,05262743,1,2,20020823,0,20020823,4110700,ALVARES PENTEADO,87,CENTRO,1012001.0,SP,7107
20594,00416861,1,2,20050903,0,19950201,6462000,BR-381 FERNAO DIAS,KM 490,JARDIM DAS ALTEROSAS - 1A SECAO,32670790.0,MG,4133
21034,00465114,1,2,20050910,0,19950131,3314708,ISMAEL DA ROCHA,162,RAMOS,21031050.0,RJ,6001
21113,00580504,1,2,20051103,0,19950505,4634603,MARECHAL MASCARENHAS DE MORAES,1523,IMBIRIBEIRA,51150000.0,PE,2531
21123,03919239,1,8,20081231,71,20000707,4689399,SELEMITA,32,JARDIM MUTINGA,6286280.0,SP,6789
21127,03937452,1,2,20051103,0,20000719,1071600,GO 334,SN,ZONA SUBURBANA,76340000.0,GO,9299
21142,00659574,1,2,20210319,0,19950622,4639701,DELMIRO GOUVEIA,2413,ROMEIRAO,63050220.0,CE,1447
21190,00762455,1,2,20051103,0,19950817,3250705,NIPRO,451,REGIAO NORTE,18087127.0,SP,7145
21191,02384370,1,8,20201130,2,19980219,8299799,QUINTINO BOCAIUVA,428,CENTRO,38400108.0,MG,5403
21196,02397080,1,2,20051103,0,19980305,3511501,DO FLAMENGO,78,FLAMENGO,22210030.0,RJ,6001
21228,04169215,1,2,20051103,0,19710929,4681801,RIO QUIXITO,2,VILA BURITI,69072070.0,AM,255
21272,04214651,1,2,20050924,0,20001214,8219999,LAERTE PAIVA,130 A,MACUCO,13279451.0,SP,7225
21912,04471954,1,2,20010523,0,20010523,4299599,PRIMEIRO DE MAIO,912,CENTRO,86200000.0,PR,7591
21916,17618026,1,2,20050924,0,19821112,4541203,JOAO PESSOA,321,CENTRO,38401074.0,MG,5403
21950,06163204,1,2,20050121,0,20040316,8291100,PRESIDENTE VARGAS,879A,SETOR CENTRAL,75600000.0,GO,9379
21951,02751216,1,2,20051103,0,19980801,8299799,REPUBLICA ARGENTINA,301-A,CENTRO,89950000.0,SC,8097
22007,56052517,1,8,20121130,2,19860721,4693100,PAULISTA,1111,BELA VISTA,1311920.0,SP,7107
22023,56111347,1,2,20010225,0,19860729,4213800,"MOGI GUACU A ITAPIRA, KM.01",S/N,ZONA RURAL,13843971.0,SP,6715
22024,05253894,1,2,20051103,0,20020730,4729601,DO ENCANAMENTO,480,CASA AMARELA,52070000.0,PE,2531
22082,19443985,1,8,20120601,2,19770404,2013402,ESTRADA DA CANA,S/N,INDL DE UBERABA,38001970.0,MG,5401
22084,74552142,1,8,20140430,2,19940323,6436100,CIDADE DE DEUS S/N,S/N,VILA YARA,6029900.0,SP,6789
22088,02864417,1,2,20051103,0,19981006,4635402,DO GUERENGUE,00701,TAQUARA,22713003.0,RJ,6001
22147,02919555,1,2,20050611,0,19981124,6462000,PRESIDENTE JUSCELINO KUBITSCHEK 510,510,VILA NOVA CONCEICAO,4543906.0,SP,7107
22168,04698482,1,4,20201029,63,20011001,910600,NOSSA SENHORA DA GLORIA,2987,CAVALEIROS,27920360.0,RJ,5847
22506,06881898,1,2,0,0,20040722,6436100,ALFREDO EGYDIO DE SOUZA ARANHA,100,PARQUE JABAQUARA,4344902.0,SP,7107
22789,20775003,1,2,20051103,0,19700803,4621400,JOSE AUGUSTO RIBEIRO DO VALE,1159,ANGOLA,37800000.0,MG,4573
22883,04785526,1,2,20050813,0,20011127,6463800,BR 101 NORTE,884,DISTRITO INDUSTRIAL,53520015.0,PE,2631
22884,76836162,1,2,20051103,0,19830701,4789099,VIDAL RAMOS SENIOR,110,CENTRO,88502005.0,SC,8183
22889,58731662,1,2,20041211,0,19880406,4763601,IPIRANGA 200,200,REPUBLICA,1046925.0,SP,7107
22920,59049627,1,2,20051103,0,19911127,7311400,ARIZONA 1366,1366,CIDADE MONCOES,4567900.0,SP,7107
22934,59179838,1,2,20051103,0,19880718,8211300,JOHN BOYD DUNLOP,6800,CIDADE SATELITE IRIS,13059587.0,SP,6291
22935,04866167,1,2,20050827,0,20020107,3511501,GO-080,S/N,CHACARAS BOM RETIRO,74686015.0,GO,9373
22955,04887625,1,2,20051103,0,20020117,5231102,ENGENHEIRO AUGUSTO BARATA,S/N,ALEMOA,11095650.0,SP,7071
22963,41025313,1,2,20051103,0,19920924,3520401,CONS AGUIAR,1748,BOA VIAGEM,51111010.0,PE,2531
22966,78342557,1,2,20031004,0,19800319,4110700,JOAO GUALBERTO,1673,JUVEVE,80030001.0,PR,7535
22984,01523371,1,2,20050827,0,19961024,4330403,RS 509,2230,CAMOBI,97095000.0,RS,8841
23134,60522000,1,8,20050531,2,19660928,1113502,ANTARCTICA,1891,FAZENDA STA URSULA,13910001.0,SP,6595
23142,42150391,1,2,20051103,0,19730312,2021500,ETENO,1561,COMPL PETR CAMACARI,42810000.0,BA,3413
23143,60889128,1,2,20051103,0,19660713,6422100,SANTOS,1496,JARDIM PAULISTA,1418100.0,SP,7107
23146,61082822,1,2,20051103,0,19660711,4683400,DIOGO MOREIRA,184,PINHEIROS,5423010.0,SP,7107
23149,61486650,1,2,20051103,0,19660717,8640202,JURUA,434,ALPHAVILLE,6455010.0,SP,6213
23151,43201151,1,2,20051103,0,19711213,2920402,JATI,310,CUMBICA,7180900.0,SP,6477
23153,43304484,1,2,20051103,0,19720217,9529105,"BRIGADEIRO FARIA LIMA,",2015,JARDIM AMERICA,1452001.0,SP,7107
23154,07281413,1,2,20051103,0,19680315,2813500,BR-116,2363,MESSEJANA,60842395.0,CE,1389
23156,24962466,1,2,20051103,0,19881005,4911600,B,SN,PARQUE INDUSTRIAL INTERMODAL DE RONDONOPOLIS,78746860.0,MT,9151
23157,44196327,1,2,20050325,0,19730102,7020400,ELIAS CUTAIT,138,CIDADE JARDIM,5672020.0,SP,7107
23158,62484951,1,8,20071231,2,19730312,7020400,JOSE GUERRA,127,CHACARA STO ANTONIO,4719030.0,SP,7107
23171,81692238,1,2,20051103,0,19891124,6810201,AYRTON SENNA DA SILVA,4500,JARDIM AMERICA,83209100.0,PR,7745
23177,82643131,1,2,20001230,0,19660906,4613300,DOIS DE SETEMBRO,605,ITOUPAVA NORTE,89052000.0,SC,8047
23179,47543145,1,2,20031004,0,19660718,151202,SANTA  RITA,S/N,ZONA RURAL,13690000.0,SP,6375
23180,27485069,1,2,20051103,0,19590910,3514000,ANGELO GIUBERTI,385,ESPLANADA,29702712.0,ES,5629
23191,48635379,1,2,20051103,0,19770801,161001,GUAIPA,1119,VILA LEOPOLDINA,5089000.0,SP,7107
23192,65477952,1,2,20051103,0,19910215,1095300,RUA SARGENTO GABRIEL PEDRO DE OLIVEIRA,111,SANTA JULIA,13295000.0,SP,6581
23197,10788628,1,2,20051103,0,19710526,4211101,ENG LUIZ CARLOS BERRINI,105,CIDADE MONCOES,4571900.0,SP,7107
23199,86046448,1,2,20051103,0,19290702,3291400,AUGUSTO KLIMMEK 325,325,CENTRO,89280900.0,SC,8311
23207,31241359,1,2,20051103,0,19870106,6209100,DAS NACOES UNIDAS,14.171,VILA GERTRUDES,4794000.0,SP,7107
23208,88612049,1,8,20031128,2,19660804,2930101,770  AV ABRAMO RANDON,770,INTERLAGOS,95055010.0,RS,8599
23210,68583855,1,8,20150209,73,19920722,6491300,OLEGARIO MACIEL,231,BARRA DA TIJUCA,22621200.0,RJ,6001
23211,52186525,1,8,20150703,1,19830318,5510801,FREI CANECA,1.100,CONSOLACAO,1307002.0,SP,7107
23212,52237328,1,2,20040828,0,19830128,4789007,RIO DAS PEDRAS,800,PIRACICAMIRIM,13420590.0,SP,6875
23213,32082448,1,8,20160810,2,19880823,8121400,PROFESSOR JOSE DE SOUZA HERDY,245,JARDIM VINTE E CINCO DE AGOSTO,25075141.0,RJ,5833
23214,52350360,1,2,20051103,0,19840403,6920602,DOM FRANCISCO DE CAMPOS BARRETO,565,NOVA CAMPINAS,13092160.0,SP,6291
23218,52731577,1,8,20190131,2,19830719,4651601,PAULISTA 1938,1938,BELA VISTA,1310942.0,SP,7107
23219,52736949,1,2,20051103,0,19660725,1721400,RODOVIA SP 340 KM 171,SN,VILA CHAMPION,13845901.0,SP,6715
23220,90063736,1,2,20051103,0,19840809,4789099,SATURNINO DE BRITO,352,SIMOES LOPES,96025320.0,RS,8791
23226,33390170,1,2,20051103,0,19711014,2422902,CARANDAI 1115,1115,FUNCIONARIOS,30130915.0,MG,4123
23229,33870163,1,8,20190430,2,19691104,6422100,DA FRANCA,409,COMERCIO,40010901.0,BA,3849
23230,33920299,1,2,20051103,0,19690505,2320600,PORTUGAL,700,CENTRO,33200000.0,MG,5425
23241,54919980,1,4,20181214,63,19860506,7810800,DR PIO DUFLES,781,CENTRO,14165428.0,SP,7135
23243,17197385,1,2,20051103,0,19381209,6511101,GETULIO VARGAS,1420,FUNCIONARIOS,30112021.0,MG,4123
23285,07851247,1,2,20060209,0,20060209,1012101,"SP-284, KM. 519",S/N,AGUA DA LAVADEIRA,19600000.0,SP,6945
23298,08030342,1,4,20150408,15,20060518,6810202,TOME DE SOUSA,200,CENTRO,9710240.0,SP,7075
23361,36756997,1,2,20051103,0,19910730,6462000,SIA TRECHO 2,S/N,ZONA INDUSTRIAL (GUARA),71200021.0,DF,9701
23432,42416651,1,2,20051103,0,19750122,2449101,"BH/BRASILIA BR 040 KM 284,5",S/N,CMM,39205000.0,MG,4115
23433,44456036,1,2,20050924,0,19720222,6550200,GUSTAVO MACIEL,11-30,CENTRO,17015320.0,SP,6219
23434,53070660,1,8,20071130,2,19831128,6463800,ALFREDO EGYDIO DE SOUZA ARANHA,100,PARQUE JABAQUARA,8210040.0,SP,7107
