,RAIZ,identificador,situação cadastral,data situacao,motivo situacao,data início atividade,cnae principal,logradouro,numero,bairro,cep,uf,municipio
23439,00546997,1,8,20201201,2,19950110,2013402,PROFESSOR BENEDICTO MONTENEGRO,1300,BETEL,13148908.0,SP,6831
23452,01687284,1,2,20050827,0,19851118,1064300,VP 2D,SN,DISTRITO AGROINDUSTRIAL DE ANAPOLIS,75132045.0,GO,9221
23454,02328592,1,8,20040130,2,19980112,6120501,DA PAZ,2262,CENTRO,57020440.0,AL,2785
23455,02558132,1,8,20061031,2,19980604,6120501,SCS QD 02 BLOCO C 7 ANDAR,226,ASA SUL,70310500.0,DF,9701
23456,19887579,1,2,20050924,0,19771104,6462000,MARIA LUIZA SANTIAGO,200,SANTA LUCIA,30360740.0,MG,4123
23457,61016325,1,8,20090506,2,19661009,8299799,LORENA,1430,JARDIM PAULISTA,1424001.0,SP,7107
23458,61532644,1,2,20051103,0,19660804,6462000,PAULISTA,1938,BELA VISTA,1310200.0,SP,7107
23459,61745238,1,2,20050722,0,19891016,2099199,VINTE E UM DE ABRIL,1020,BRAS,3047000.0,SP,7107
23460,43821164,1,2,20051103,0,19730830,2093200,SAO JERONIMO,6000,SAO JERONIMO,13470310.0,SP,6131
23468,48540447,1,2,20051103,0,19660803,1351100,GUILHERME COTCHING,85,VL MARIA,3021030.0,SP,7107
23469,66060112,1,2,20010825,0,19910731,7320300,IGATI,2,VILA ANHANGUERA,4673040.0,SP,7107
23471,51855716,1,2,20051103,0,19800714,6493000,MURCHID HOMSI,1404,VILA DINIZ,15013000.0,SP,7097
23982,05600297,1,2,20030407,0,20030407,4751201,ALVARES CABRAL,725,LOURDES,30170000.0,MG,4123
23987,33073008,1,2,20051103,0,19660810,1721400,DARCY VARGAS,325,SANTANESIA,27195000.0,RJ,5879
23988,84046101,1,2,20051103,0,19720327,1041400,JORGE LACERDA 4455,4455,POCO GRANDE,89115901.0,SC,8117
23998,00986846,1,2,20051103,0,19951226,4645101,ITAPEVA,538,BELA VISTA,1332000.0,SP,7107
23999,05848387,1,2,20051103,0,19780628,2441501,PA 481,SN,MURUCUPI,68445000.0,PA,425
24102,02901612,1,8,20140912,6,19981215,8219999,DR. GUILHERME BANNITZ,126,ITAIM BIBI,4532060.0,SP,7107
24170,60212719,1,2,20001209,0,19890321,6810202,SUMARE,1421,PERDIZES,5016090.0,SP,7107
24180,47376454,1,2,20050108,0,19761222,4292802,DR. GONZAGA,S/N,MOREIRA CESAR,12425190.0,SP,6861
24181,83062463,1,2,20050702,0,19910506,1621800,PROFESSORA MARIA DO PATROCINIO COELHO,522,PANTANAL,88040230.0,SC,8105
24189,31790843,1,8,20070402,2,19881103,5211701,GETHER LOPES DE FARIAS,2528,CARLOS GERM.NAUMANN,29705200.0,ES,5629
24190,53728507,1,8,20060728,2,19840817,5821200,RUI BARBOSA,156,BELA VISTA,1326010.0,SP,7107
24200,07798677,1,8,20080630,1,20060117,4632001,GOVERNADOR SAMPAIO,270,CENTRO,60055050.0,CE,1389
24215,18210369,1,2,20041002,0,19740304,4744099,CRISTIANO MACHADO,1300,SAGRADA FAMILIA,31035512.0,MG,4123
24222,60433828,1,8,20050228,2,19660831,6462000,GENERAL JARDIM,482,VILA BUARQUE,1223010.0,SP,7107
24381,08638269,1,2,20061226,0,20061226,6462000,PAMPLONA,818,JARDIM PAULISTA,1405001.0,SP,7107
24428,08845534,1,8,20200817,2,20070518,600001,ANTONIO CARLOS MAGALHAES,1034,ITAIGARA,41825906.0,BA,3849
24493,09223111,1,2,20071023,0,20071023,7020400,PAULISTA,1765,BELA VISTA,1311200.0,SP,7107
24531,09346601,1,2,20071221,0,20071221,6611803,ANTONIO PRADO,48,CENTRO,1010901.0,SP,7107
25006,10962391,1,2,20090714,0,20090714,6810202,COUTO MAGALHAES,2074,CENTRO,78110400.0,MT,9167
25535,08386193,1,2,20061018,0,20061018,7119702,NILO PECANHA,00050,CENTRO,20020906.0,RJ,6001
25784,02805820,1,2,20081107,0,20081107,910600,TOCANTINS 125,125,ALPHAVILLE CENTRO INDUSTRIAL E EMPRESARIAL/ALPHAVI,6455931.0,SP,6213
26995,10588595,1,2,20180927,0,20180927,2121101,CONDE DOMINGOS PAPAIZ,413,JARDIM NATAL,8613010.0,SP,7151
27316,03571723,1,2,20041224,0,19991224,600001,REPUBLICA DO CHILE,00330,CENTRO,20031170.0,RJ,6001
27317,00001180,1,2,20051103,0,19660819,6462000,COMERCIAL NORTE QUADRA 6,6,ASA NORTE,70716900.0,DF,9701
27321,05005351,1,8,20070330,2,20020404,6511101,FLORIDA,1595,BROOKLIN NOVO,4565001.0,SP,7107
27325,03415222,1,2,20031004,0,19990923,4623199,BAGE,1430,PETROPOLIS,90460080.0,RS,8801
27333,96206313,1,2,20051103,0,19930203,2019399,BARAO DO RIO BRANCO,368,ITAPEGICA,7042010.0,SP,6477
27426,02044059,1,2,20051103,0,19970819,2539001,BALZERS,250,PQ INDL JUNDIAI,13213084.0,SP,6619
27767,05429226,1,3,20170822,18,20021204,4771704,MARECHAL AGUIAR,26,BENFICA,20920280.0,RJ,6001
27769,03765290,1,2,20051103,0,20000419,8121400,CASTELO BRANCO,2121,GUAMA,66063000.0,PA,427
27774,03795050,1,2,20050827,0,20000509,3511501,DO FLAMENGO,78,FLAMENGO,22210901.0,RJ,6001
27886,02342260,1,2,20051103,0,19980127,6619399,BERNARDINO DE CAMPOS,4140,CENTRO,15015300.0,SP,7097
27898,04075469,1,2,20010708,0,20001003,2019399,DAS GREVILIAS,1001,VILA FRANCA,88850000.0,SC,973
27899,02372620,1,2,20051103,0,19980220,311601,CHILE,66,RIBEIRA,59012250.0,RN,1761
27940,05830195,1,2,20050827,0,19781103,2652300,SOLIMOES,1100,MAUAZINHO,69075715.0,AM,255
28038,00906429,1,2,20190516,0,19951106,2829199,MARIA ELCE MARTINS BERTELLI,200,BAIRRO INDUSTRIAL 3,13224120.0,SP,7233
28060,04260939,1,8,20171130,2,20010124,8640201,JOAQUIM FLORIANO,233,ITAIM BIBI,4534010.0,SP,7107
28187,04312416,1,4,20140729,64,20010301,1313800,BR 101 NORTE,S/N,PENDANGA,29670000.0,ES,5649
28322,02682287,1,2,20051103,0,19980618,6440900,PAULISTA,1374,BELA VISTA,1310100.0,SP,7107
28517,11841434,1,2,20051103,0,19861017,7830200,DA RECUPERACAO,6485,GUABIRABA,52490570.0,PE,2531
28544,06133472,1,2,20050924,0,20040226,6463800,VEREADOR SERAFIM RIBAS,2882,BOQUEIRAO,85023500.0,PR,7583
28611,01107050,1,2,20051103,0,19960322,4299599,DAS INDUSTRIAS,370,ST STA GENOVEVA,74670600.0,GO,9373
28771,48172464,1,2,20051103,0,19930415,2342701,VEREADOR GUMERCINDO FERNANDES PEREIRA,SN,JD PQ INDUSTRIAL,13510000.0,SP,7035
28781,01219624,1,8,20040630,2,19960527,8299799,AMAZONAS,439,CENTRO,9520070.0,SP,7077
28795,04609653,1,2,20050827,0,20010809,4639701,ANA BARRETO,704,JARDIM JORDAO,54315050.0,PE,2457
28797,06289532,1,2,20051103,0,19690428,4921301,DE RIBAMAR,s/n,AURORA,65060541.0,MA,921
28800,56735707,1,2,20051103,0,19861209,4120400,JAU,684,JD.PAULISTA,1420001.0,SP,7107
28805,02862827,1,2,20000831,0,19981118,6810201,TANCREDO NEVES,909,CAMINHO DAS ARVORES,41820021.0,BA,3849
28854,57146607,1,2,20051103,0,19870226,4645101,DR RENATO PAES DE BARROS,955,ITAIM BIBI,4530001.0,SP,7107
29393,76078203,1,2,20051103,0,19710315,4661300,ECOVILLE,450,SARANDI,91150401.0,RS,8801
29518,02986955,1,8,20060424,2,19981222,7020400,SENADOR MILTON CAMPOS,175,VILA DA SERRA,34000001.0,MG,4895
29546,76764448,1,2,20051103,0,19830513,8011101,DESEMBARGADOR ERMELINO DE LEAO,451,SAO FRANCISCO,80410230.0,PR,7535
29553,39318225,1,2,20051103,0,19930715,4511103,GOVERNADOR MARIO COVAS,3255,PADRE MATHIAS,29157100.0,ES,5625
29558,01416845,1,2,20031031,0,19960816,8299799,LEOPOLDO COUTO DE MAGALHAES JUNIOR,758,ITAIM BIBI,4542000.0,SP,7107
29599,59114587,1,2,20051103,0,19660905,4691500,PEROLA BYNGTON,81,FERRAZOPOLIS,9790170.0,SP,7075
29604,59278812,1,2,20051103,0,19880718,7112000,VISCONDE DE OUREM,282,JARDIM AEROPORTO,4632020.0,SP,7107
29617,03121356,1,2,20050604,0,19990428,4211101,SANTOS DUMONT,500,BOA VISTA,86039090.0,PR,7667
29667,01535160,1,2,20151105,0,19660810,6810202,SHIS QI 15 CHACARAS 49 A 56,52,SETOR DE HABITACOES INDIVIDUAIS SUL,71600790.0,DF,9701
29689,23025711,1,2,20051103,0,19881101,6450600,ALFREDO EGYDIO DE SOUZA ARANHA,100,PARQUE JABAQUARA,4344902.0,SP,7107
29743,41747346,1,2,20021123,0,19911224,4679699,MG 050 KM 136,S/N,CACOCO DE CIMA,35500970.0,MG,4445
29768,60642774,1,2,20051103,0,19550201,2073800,CORONEL MARCILIO FRANCO,1063,VILA IZOLINA,2079001.0,SP,7107
29777,07199805,1,2,20051103,0,19660813,1062700,VICENTE DE CASTRO,6043,ESPLANADA MUCURIPE,60180422.0,CE,1389
29779,07208259,1,2,20051103,0,19660830,1111901,1 DE JANEIRO,200,MARAPONGA,60710430.0,CE,1389
29782,07221070,1,2,20051103,0,19660914,4530701,PRINCESA ISABEL,1185,CENTRO,60015061.0,CE,1389
29785,24014235,1,2,20040717,0,19880324,6550200,CORONEL RANDOLFO SIMOES,281,BOA VISTA,35700102.0,MG,5343
29787,61150751,1,2,20051103,0,19660707,2733300,PIRELLI,1100,EDEN,18103085.0,SP,7145
29788,61194742,1,2,20051103,0,19660720,4789099,AMLETO DANESI,76,JD ALVORADA,6622480.0,SP,6601
29792,79922720,1,2,20050108,0,19870319,2599399,JACUTINGA,206,IRIRIU,89227365.0,SC,8179
29796,43854116,1,2,20051103,0,19731211,4930202,MIRAFIORI,233,DISTRITO INDUSTRIAL PAULO CAMILO PENA,32669174.0,MG,4133
29799,81243735,1,2,20051103,0,19890526,2621300,JOAO BETTEGA,5200,CIDADE INDUSTRIAL DE CURITIBA,81350000.0,PR,7535
29811,46432019,1,2,20051103,0,19760102,1510600,ANA JACINTA,350,FRIGORIFICOS,19027080.0,SP,6929
29812,46756003,1,2,20040730,0,19810202,4744099,13 DE MAIO,590,CENTRO,13360000.0,SP,6309
29822,48950372,1,2,20051103,0,19770825,1414200,TEN-CEL SOARES NEIVA,540,VL ARICANDUVA,3503000.0,SP,7107
29823,84967330,1,2,20040227,0,19920206,4731800,GOVERNADOR ROBERTO DA SILVEIRA,74,BARRA FUNDA,86800520.0,PR,7425
29826,10835932,1,2,20051103,0,19661104,3514000,JOAO DE BARROS,111,BOA VISTA,50050902.0,PE,2531
29830,85305258,1,4,20121026,64,19920511,4693100,MIGUEL PASTUSZAK,202,PARQUE PARAISO,6852150.0,SP,6545
29831,85446821,1,8,20150618,1,19920721,8599604,SANTOS DUMONT,1687,ALDEOTA,60150160.0,CE,1389
29832,30191597,1,2,20040828,0,19870408,8630503,AUTOMOVEL CLUBE,1443,JARDIM NAZARENO (VILA INHOMIRIM),25936045.0,RJ,5849
29833,50730936,1,2,20050924,0,19810508,8640205,TRES,941,CENTRO,14620000.0,SP,6787
29834,50753912,1,2,20020216,0,19670310,1531901,SEBASTIAO SAMPAIO DE ALMEIDA PRADO,200,DISTRITO INDUSTRIAL,17206210.0,SP,6607
29835,87547394,1,2,20051103,0,19671011,1013901,GUILHERME FASOLO,192,MARIA GORETTI,95700010.0,RS,8541
29836,50991264,1,2,20031018,0,19710824,8121400,CONEGO ANDRE PIERONI,92,JARDIM ELITE,18500000.0,SP,6629
29837,51307932,1,2,20010420,0,19791213,4213800,DOUTOR JORGE TIBIRICA,161,CENTRO,13250100.0,SP,6569
29845,31895683,1,2,20051103,0,19880119,6422100,PRESIDENTE JUSCELINO KUBITSCHEK,1703,VILA NOVA CONCEICAO,4543901.0,SP,7107
29846,89538581,1,8,20090922,2,19781026,6462000,JUSCELINO KUBITSCHEK,1400,VILA NOVA CONCEICAO,4543000.0,SP,7107
29850,33163858,1,2,20051103,0,19660914,8219999,DAS MARRECAS,40,CENTRO,20031120.0,RJ,6001
29852,71208516,1,2,20051103,0,19930430,6110801,JOSE ALVES GARCIA,415,BRASIL,38400668.0,MG,5403
29856,53859112,1,2,20051103,0,19660830,3514000,VIGATO,1.620,NUCLEO RESIDENCIAL DOUTOR JOAO ALDO NASSIF,13916070.0,SP,6595
29858,34256537,1,2,20051103,0,19900918,4679699,ANTONIO CARLOS MAGALHAES,111 A,SAO BENEDITO,44441606.0,BA,3873
29862,54418900,1,2,20051103,0,19850430,4120400,BARAO DO RIO BRANCO,1330,CENTRO,16901014.0,SP,6141
29913,08426389,1,2,20051103,0,19810826,4637102,ENGENHEIRO MARIO DE GUSMAO,988,PONTA VERDE,57035000.0,AL,2785
29920,17413766,1,2,20051103,0,19700702,4530701,MG 424,S/N,CHACARAS REUNIDAS SAO VICENTE,33350000.0,MG,2649
29929,08397374,1,2,20031004,0,19591224,4744099,ANTONIO BASILIO,1788,DIX SEPT ROSADO,59054380.0,RN,1761
29946,02629188,1,8,20080229,2,19980715,6190699,DOS INGLESES,600,BELA VISTA,1329000.0,SP,7107
29976,03174849,1,2,20041224,0,19980708,8630504,AMERICO BRASILIENSE,1167,CHACARA STO ANTONIO,4715001.0,SP,7107
29999,17469701,1,2,20051103,0,19700924,2423702,CARANDAI,1.115,FUNCIONARIOS,30130915.0,MG,4123
30000,33480591,1,2,20051103,0,19891020,6209100,PARIS,223,ALPHAVILLE,6474000.0,SP,6213
30084,60701190,1,2,20051103,0,19440822,6422100,ALFREDO EGYDIO DE SOUZA ARANHA 100,.,PARQUE JABAQUARA,4344902.0,SP,7107
30085,01594244,1,8,20040130,2,19961211,6450600,ALFREDO EGYDIO DE SOUZA ARANHA,100,PARQUE JABAQUARA,4344902.0,SP,7107
30092,77418432,1,2,20051103,0,19770913,3101200,24 DE OUTUBRO,238,JARDIM BELO HORIZONTE,85884000.0,PR,7701
30093,58456336,1,2,20051103,0,19880104,7311400,GENERAL FURTADO DO NASCIMENTO,9,ALTO DE PINHEIROS,5465070.0,SP,7107
30094,04901277,1,2,20051103,0,20020118,1220401,OSASCO,1169,PQ EMPRESARIA ANHANGUERA,7753040.0,SP,6285
30095,23452196,1,2,20051103,0,19651231,4921302,DR HERBSTER,101,CENTRO,33600000.0,MG,4985
30098,23274194,1,2,20051103,0,19660926,3511501,REAL GRANDEZA,219,BOTAFOGO,22281900.0,RJ,6001
30101,82196510,1,2,20040828,0,19900615,1621800,VEREADOR SEBASTIAO DE CAMARGO RIBAS,950,INDL DO GUARATU,85045796.0,PR,7583
30111,00469550,1,2,20051103,0,19950303,2229302,TABAPUA,145,ITAIM BIBI,4533010.0,SP,7107
30112,03879177,1,2,20010225,0,20000608,2840200,ILNAH PACHECO SECUNDINO DE OLIVEIRA,159,CIC,81460032.0,PR,7535
30113,02316187,1,8,20140101,2,19980114,1412601,CE 060,SN,SEDE,61800100.0,CE,1495
30116,06850713,1,2,20051103,0,19820316,4639701,BR 116,11111,MESSEJANA,60842395.0,CE,1389
30117,04711143,1,2,20011001,0,20011001,4120400,VENANCIO AIRES,214,CIDADE BAIXA,90040190.0,RS,8801
30119,42374207,1,2,20051103,0,19740814,2121101,DOS BANDEIRANTES,4211,CURICICA,22775113.0,RJ,6001
30120,61150348,1,2,20051103,0,19660720,2019399,DOUTOR JOSE ARTUR NOVA,951,SAO MIGUEL PAULISTA,8090000.0,SP,7107
30121,43350131,1,2,20051103,0,19720717,6462000,DAS COMUNICACOES,04,VILA JARAGUA,6276905.0,SP,6789
30122,44463156,1,2,20051103,0,19730925,4644301,NACOES UNIDAS,37,JARDIM CONTORNO,17047903.0,SP,6219
30135,51319358,1,2,20051103,0,19800207,6810202,LUIZ DE QUEIROZ,S/N,VALE DAS CIGARRAS,13459057.0,SP,7017
30136,68318666,1,2,20050611,0,19920901,8513900,CARLOS CHAGAS,306,JARDIM PAULISTA,14090190.0,SP,6969
30137,31548696,1,2,20051103,0,19870713,151202,DE SAO TOME,14,SANTA IZABEL,24735710.0,RJ,5897
30138,31751050,1,8,20141212,2,19890110,2229303,07,120,CIVIT,29176970.0,ES,5699
30139,27865757,1,2,20051103,0,19860131,6021700,LOPES QUINTAS,303,JARDIM BOTANICO,22460901.0,RJ,6001
30142,90999392,1,2,20041113,0,19860617,7719599,MARTINS,S/N,PRIMEIRO DISTRITO,95270000.0,RS,8661
30144,34942193,1,2,20051103,0,19920624,4679604,DIOGENES SILVA,2162,BURITIZAL,68901326.0,AP,605
30151,07658098,1,2,20050922,0,20050922,6550200,DOUTOR PLINIO BARRETO,365,BELA VISTA,1313020.0,SP,7107
30713,04026137,1,2,20050827,0,20000829,4110700,FRANCISCO DAS CHAGAS DE OLIVEIRA,2500,HIGIENOPOLIS,15085485.0,SP,7097
30719,00846253,1,2,20040911,0,19840718,4614100,SIA QUADRA 4-C,56,ZONA INDUSTRIAL (GUARA),71200045.0,DF,9701
30767,73626293,1,8,20110201,2,19931103,1113502,DO ENGENHO D'AGUA,199,ANIL,22765240.0,RJ,6001
30830,03062543,1,8,20200430,2,19990325,8531700,SAO LUIS REI DE FRANCA,32,TURU,65065470.0,MA,921
30849,62640529,1,2,20190402,0,19691202,121101,DOM PEDRO I,"41,5",RIBEIRAO ACIMA,12960000.0,SP,6749
30851,49253651,1,2,20051103,0,19771118,4663000,DEPUTADO DO ARCHIMEDES LAMMOGLIA,KM 26,CHACARA SAO JOAO,13312500.0,SP,6579
30852,10873438,1,2,20051103,0,19670117,4930201,JORNALISTA EDSON REGIS,809,IBURA,51220000.0,PE,2531
30857,33044983,1,2,20051103,0,19660808,4781400,MARECHAL FLORIANO,55,CENTRO,20080004.0,RJ,6001
30898,04563672,1,2,20040821,0,19700126,4682600,RIO QUIXITO,86,VILA BURITI,69072070.0,AM,255
31068,08740757,1,8,20130828,1,20070313,4687703,VISCONDE DE NACAR,478,CENTRO,80410200.0,PR,7535
31142,09122807,1,2,20070925,0,20070925,6810201,REPUBLICA DO LIBANO,1921,IBIRAPUERA,4501002.0,SP,7107
31147,02359572,1,2,20070830,0,20070830,710301,MARIA LUIZA SANTIAGO,200,SANTA LUCIA,30360740.0,MG,4123
31204,09391823,1,2,20080123,0,20080123,3511501,DOUTORA RUTH CARDOSO,4777,JARDIM UNIVERSIDADE PINHEIROS,5477000.0,SP,7107
31292,10347563,1,2,20080901,0,20080901,4110700,PRESIDENTE JUSCELINO KUBITSCHEK 1830,1830,VILA NOVA CONCEICAO,4543900.0,SP,7107
31811,10780884,1,2,20090422,0,20090422,2330305,SAO JOSE TAVARES,75,NOVA GRANJA,33350000.0,MG,2649
32594,04104117,1,2,20120315,0,20120315,2910701,BARAO DE TEFE,00027,SAUDE,20220460.0,RJ,6001
32611,08824397,1,2,20070508,0,20070508,4110700,FRANCISCO DAS CHAGAS DE OLIVEIRA,2500,HIGIENOPOLIS,15085485.0,SP,7097
32634,09285228,1,2,20071203,0,20071203,6810201,PASCOAL PAIS,525,VILA CORDEIRO,4581060.0,SP,7107
33124,10480029,1,2,20081111,0,20081111,4754701,JULIAO FERREIRA DA SILVA,106,JARDIM CENTENARIO,2882000.0,SP,7107
33954,02717460,1,2,20051103,0,19870421,8011101,SAAN QUADRA 3,460,ZONA INDUSTRIAL,70632300.0,DF,9701
33958,00041327,1,2,20051103,0,19670622,6462000,SIA QUADRA 01 TRECHO II  LOTE,1170,SETOR DE INDUSTRIA,71200020.0,DF,9701
33961,05015766,1,8,20050519,2,20020422,4646002,CORONEL SOBRAL,730,SANTA CLARA,95960000.0,RS,8633
33966,03437493,1,8,20041230,2,19990901,6462000,PRESIDENTE JUSCELINO KUBITSCHEK,1830,CHACARA ITAIM,4543900.0,SP,7107
33967,00156660,1,2,20010701,0,19940815,8219999,MARIO RIBEIRO,810,CENTRO,11410192.0,SP,6475
33969,05111857,1,2,20031004,0,20020611,6920601,DOUTOR CHUCRI ZAIDAN,1240,VILA SAO FRANCISCO (ZONA SUL),4711130.0,SP,7107
33970,03471344,1,2,20051103,0,19991027,2910701,VP 11,S/N,DAIA,75133590.0,GO,9221
33975,00286462,1,2,20051103,0,19941107,2543800,MIGUEL MELHADO CAMPOS,KM 79,DISTRITO INDUSTRIAL BENEDITO STORANI,13288003.0,SP,7237
33977,05269011,1,8,20060728,2,20020905,6462000,PEDRO IVO,459,CENTRO,80010020.0,PR,7535
33997,02007074,1,8,20110826,1,19970716,2121101,REGIS BITTENCOURT,S/N,POTUVERA,6882700.0,SP,6545
34390,02079920,1,8,20180326,2,19970807,6810201,TANUS SALIBA,468,VARGINHA,35675000.0,MG,2691
34455,02190592,1,2,19990925,0,19971021,6622300,DAS CAJAZEIRAS,210,CAM. DAS ARVORES,41820470.0,BA,3849
34456,02191835,1,8,20120305,1,19971016,6491300,SANTO ANTONIO,990,CENTRO,36016210.0,MG,4733
34459,00572960,1,2,20050827,0,19950324,6462000,REPUBLICA DO CHILE,00330,CENTRO,20031170.0,RJ,6001
34493,02280176,1,2,20010408,0,19970910,6462000,NIEMEYER,2,LEBLON,22450220.0,RJ,6001
34510,02307157,1,2,20051103,0,19980102,4731800,DAS COMUNIDADES,990,SANTA TEREZINHA,89110001.0,SC,8117
34542,04061254,1,2,20051022,0,20000921,4120400,DOM ALBERTO GONCALVES,180,MERCES,80510340.0,PR,7535
34543,02362809,1,2,20051103,0,19980206,4616800,VISCONDE DO RIO BRANCO,1923,VILA TOLENTINO,85802190.0,PR,7493
34559,00791919,1,2,20051103,0,19950906,6462000,SIA TRECHO 3,SN,ZONA INDUSTRIAL (GUARA),71200030.0,DF,9701
34576,00813559,1,2,20040717,0,19950914,4689399,JOAO PINTO SPLENDORE,155,CAMBARA,18133300.0,SP,7113
34592,02459432,1,2,20040828,0,19980310,4511101,SANTA TECLA,3000,GETULIO VARGAS,96413000.0,RS,8531
34618,04195979,1,2,20050827,0,20001212,1610203,BR 163 -  SANTAREM-CUIABA,S/N,TABOCAL,68030992.0,PA,535
34843,04307733,1,2,20040515,0,20010301,8610102,ANTONIO OMETTO,675,VILA CLAUDIA,13480470.0,SP,6639
34876,06013371,1,8,20140422,2,20031113,6461100,BRIGADEIRO FARIA LIMA,4440,ITAIM BIBI,4538132.0,SP,7107
34901,04395499,1,2,20051103,0,20010409,8299799,MONTEIRO LOBATO,288,CENTRO,86210000.0,PR,7647
35182,01081435,1,2,20051103,0,19960118,8219999,MARQ DE SAO VICENTE,121,VARZEA DA BARRA FUNDA,1139001.0,SP,7107
35195,01088830,1,2,20040828,0,19720510,8531700,JOAO CANDIDO DE OLIVEIRA,115,CIDADE JARDIM,74423115.0,GO,9373
35312,06166302,1,2,20190308,0,20040318,4511104,DEMOSTHENES FEMINELA,1055,CENTRO,88200000.0,SC,8355
35317,35603679,1,8,20131227,2,19910404,1092900,BR 101 SUL,3170,PRAZERES,54345160.0,PE,2457
35348,01166372,1,2,20051103,0,19960423,2622100,DOM PEDRO I,7777,PIRACANGAGUA II,12091000.0,SP,7183
35384,06235572,1,2,0,0,20040427,600001,"DO VINTE MIL KM 3,5",S/N,MATA DE SAO JOAO,48280000.0,BA,3721
35422,19394808,1,2,20051103,0,19761230,4299599,PEDROSO ALVARENGA,1046,ITAIM,4531004.0,SP,7107
35468,56898935,1,2,20051103,0,19680328,4211101,TATUAPE,586,CHACARAS MARCO,6419220.0,SP,6213
35482,02887100,1,2,20031004,0,19981126,7490104,BERNARDO DE VASCONCELOS,377,CACHOEIRINHA,31150000.0,MG,4123
35992,04718973,1,2,20011018,0,20011018,4511101,HIGIENOPOLIS,1636,CENTRO,86015010.0,PR,7667
36100,01350934,1,2,20051103,0,19960716,3104700,RSC 470,S/N,VINOSUL,95700010.0,RS,8541
36195,01381916,1,2,20060821,0,19960822,4617600,JOSE DO PATROCINIO,654,VILA PORTES,85865120.0,PR,7563
36202,06981180,1,2,0,0,20040915,3514000,BARBACENA,1200,SANTO AGOSTINHO,30190131.0,MG,4123
36234,03060912,1,2,20050618,0,19990211,7739099,ANTONIO MATIAS DE CAMARGO,110,CENTRO,6700158.0,SP,6361
36246,77752293,1,2,20051103,0,19661031,4692300,24 DE OUTUBRO,59,AREA INDUSTRIAL,85884000.0,PR,7701
36257,22164990,1,2,20051103,0,19860711,4753900,SAO BENTO,520,PLANALTO,38500000.0,MG,4861
36266,22229207,1,2,20051103,0,19690930,1094500,BR 267,S/N,INDUSTRIAL,37750000.0,MG,4779
36277,04897975,1,4,20181127,63,20020214,8299799,TIRADENTES,SN,CENTRO,86330000.0,PR,7661
36281,78127271,1,2,20051103,0,19690526,1610203,PR 151 KM 130,S/N,CARAMBEI,84145000.0,PR,844
36284,01500016,1,2,20051103,0,19741213,2222600,VP 5D,SN,DISTRITO AGROINDUSTRIAL DE ANAPOLIS,75132120.0,GO,9221
36467,60581618,1,2,20051103,0,19660817,1521100,DAVID KASITZKY,135,VILA ROSINA,7749505.0,SP,6281
36472,23664303,1,2,20051103,0,19680819,3514000,AMAZONAS,65,CENTRO,37701008.0,MG,5035
36473,01592514,1,2,20010225,0,19961209,6201501,GENERAL GENTIL FALCAO,108,BROOKLIN NOVO,4571150.0,SP,7107
36474,07199883,1,2,20050202,0,20050202,600001,LAURO MULLER,00116,BOTAFOGO,22290160.0,RJ,6001
36475,60872504,1,2,20051103,0,19651231,6422100,ALFREDO EGYDIO DE SOUZA ARANHA,100,PARQUE JABAQUARA,4344902.0,SP,7107
36479,79580437,1,2,20051103,0,19860910,155502,CELSO GARCIA CID. PR. 445.,S/N.,ZONA RURAL.,86125000.0,PR,884
36482,61089835,1,2,20051103,0,19660711,2833000,WALDOMIRO CORREA DE CAMARGO,SN,PIRAPITINGUI,13308200.0,SP,6579
36483,79647087,1,2,20050121,0,19860915,2640000,JOE COLLACO,954,SANTA MONICA,88035200.0,SC,8105
36484,07235484,1,2,20051103,0,19660928,4511101,DA UNIVERSIDADE,3403,BENFICA,60020181.0,CE,1389
36485,61204657,1,8,20180201,2,19660714,2032100,"JORNALISTA FRANCISCO AGUIRRA PROENCA,",S/N,CHACARAS ASSAY,13186903.0,SP,2951
36486,79942140,1,2,20051103,0,19870506,4930202,PRESIDENTE TANCREDO DE ALMEIDA NEVES,759,MACEDO,7112070.0,SP,6477
36487,43035146,1,2,20051103,0,19710705,8012900,DOS COQUEIROS,1366,CAMPESTRE,9080010.0,SP,7057
36489,01651102,1,2,20051103,0,19970121,4689302,DAS NACOES UNIDAS,12551,BROOKLIN NOVO,4578900.0,SP,7107
36491,24731978,1,2,20050924,0,19670302,4511101,LEITE DE CASTRO,727,FABRICAS,36301180.0,MG,5249
36494,62018999,1,2,20050924,0,19891122,2219600,ANTONIO SYLVIO CUNHA BUENO,315,JARDIM INAMAR,9970160.0,SP,6377
36495,25086034,1,2,20051103,0,19890327,3514000,104 NORTE AVENIDA LO 4,12-A,PLANO DIRETOR NORTE,77006032.0,TO,9733
36505,82120692,1,2,20051103,0,19900723,8650004,SANTA CATARINA,611,FLORESTA,89211305.0,SC,8179
36507,47178918,1,8,20140731,2,19750828,6440900,ANTONIO MASSA,361,CENTRO,8550350.0,SP,6897
36508,27171883,1,2,20021116,0,19750723,4741500,MARIO GURGEL,4119,CAMPO GRANDE,29146012.0,ES,5625
36512,09811654,1,2,20051103,0,19860325,2722801,DIARIO DE PERNAMBUCO,195,EDSON MORORO MOURA,55150615.0,PE,2333
36514,27693217,1,2,20051103,0,19820210,6822600,GENERAL SAN MARTIN,00255,LEBLON,22441012.0,RJ,6001
